tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,917,0,live,CD3G,"CD3-GAMMA, IMD17, T3G",CD3g molecule,"T-cell surface glycoprotein CD3 gamma chain|CD3g antigen, gamma polypeptide (TiT3 complex)|CD3g molecule, epsilon (CD3-TCR complex)|CD3g molecule, gamma (CD3-TCR complex)|T-cell antigen receptor complex, gamma subunit of T3|T-cell receptor T3 gamma chain",11q23.3,11,NC_000011.10,118344344,118355161,plus,7,186740
9606,Homo sapiens,7179,0,live,TPTE,"CT44, PTEN2",transmembrane phosphatase with tensin homology,"putative tyrosine-protein phosphatase TPTE|PTEN-related tyrosine phosphatase|cancer/testis antigen 44|tensin, putative protein-tyrosine phosphatase|tumor antigen BJ-HCC-5",21p11.2,21,NC_000021.9,10521583,10605716,plus,24,604336
9606,Homo sapiens,1670,0,live,DEFA5,"DEF5, HD-5",defensin alpha 5,"defensin-5|HD5(20-94)|defensin, alpha 5, Paneth cell-specific|defensin, alpha 5, preproprotein",8p23.1,8,NC_000008.11,7055304,7056739,minus,2,600472
9606,Homo sapiens,79722,0,live,ANKRD55,,ankyrin repeat domain 55,ankyrin repeat domain-containing protein 55,5q11.2,5,NC_000005.10,56099680,56233330,minus,14,615189
9606,Homo sapiens,89796,0,live,NAV1,"POMFIL3, STEERIN1, UNC53H1",neuron navigator 1,neuron navigator 1|pore membrane and/or filament interacting like protein 3|unc-53 homolog 1,1q32.1,1,NC_000001.11,201648322,201826974,plus,31,611628
9606,Homo sapiens,2936,0,live,GSR,"GRD, HEL-75, HEL-S-122m, GSR",glutathione-disulfide reductase,"glutathione reductase, mitochondrial|GRase|epididymis luminal protein 75|epididymis secretory sperm binding protein Li 122m|glutathione S-reductase",8p12,8,NC_000008.11,30678066,30727846,minus,13,138300
9606,Homo sapiens,29970,0,live,SCHIP1,SCHIP-1,schwannomin interacting protein 1,schwannomin-interacting protein 1,3q25.32-q25.33,3,NC_000003.12,159273244,159897359,plus,9,
9606,Homo sapiens,7053,0,live,TGM3,"TGE, UHS2",transglutaminase 3,"protein-glutamine gamma-glutamyltransferase E|E polypeptide, protein-glutamine-gamma-glutamyltransferase|TG(E)|TGase E|TGase-3|transglutaminase E",20p13,20,NC_000020.11,2296001,2341079,plus,13,600238
9606,Homo sapiens,3460,0,live,IFNGR2,"AF-1, IFGR2, IFNGT1, IMD28",interferon gamma receptor 2,interferon gamma receptor 2|IFN-gamma receptor 2|IFN-gamma-R-beta|IFN-gamma-R2|interferon gamma receptor accessory factor-1|interferon gamma receptor beta chain|interferon gamma transducer 1,21q22.11,21,NC_000021.9,33402882,33437516,plus,8,147569
9606,Homo sapiens,55837,0,live,EAPP,"BM036, C14orf11",E2F associated phosphoprotein,E2F-associated phosphoprotein,14q13.1,14,NC_000014.9,34515938,34539721,minus,7,609486
9606,Homo sapiens,6769,0,live,STAC,STAC1,SH3 and cysteine rich domain,SH3 and cysteine-rich domain-containing protein|SRC homology 3 and cysteine-rich domain-containing protein,3p22.3-p22.2,3,NC_000003.12,36380343,36548007,plus,14,602317
9606,Homo sapiens,5446,0,live,PON3,,paraoxonase 3,serum paraoxonase/lactonase 3|arylesterase 3|paraoxanase-3,7q21.3,7,NC_000007.14,95359872,95396375,minus,9,602720
9606,Homo sapiens,3682,0,live,ITGAE,"CD103, HUMINAE",integrin subunit alpha E,"integrin alpha-E|HML-1 antigen|antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide|human mucosal lymphocyte antigen 1, alpha polypeptide|integrin alpha-IEL|integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide)|mucosal lymphocyte 1 antigen",17p13.2,17,NC_000017.11,3714628,3803766,minus,32,604682
9606,Homo sapiens,90019,0,live,SYT8,,synaptotagmin 8,synaptotagmin-8|synaptotagmin VIII|sytVIII,11p15.5,11,NC_000011.10,1827484,1837521,plus,12,607719
9606,Homo sapiens,55351,0,live,STK32B,"HSA250839, STK32, STKG6, YANK2",serine/threonine kinase 32B,serine/threonine-protein kinase 32B|gene for serine/threonine protein kinase|yet another novel kinase 2,4p16.2,4,NC_000004.12,5051480,5500994,plus,19,
9606,Homo sapiens,57531,0,live,HACE1,SPPRS,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1,E3 ubiquitin-protein ligase HACE1|HECT-type E3 ubiquitin transferase HACE1,6q16.3,6,NC_000006.12,104728094,104859919,minus,27,610876
9606,Homo sapiens,248,0,live,ALPI,IAP,"alkaline phosphatase, intestinal",intestinal-type alkaline phosphatase|Kasahara isozyme|alkaline phosphomonoesterase|glycerophosphatase|intestinal alkaline phosphatase,2q37.1,2,NC_000002.12,232456153,232460753,plus,11,171740
9606,Homo sapiens,23150,0,live,FRMD4B,"6030440G05Rik, GRSP1",FERM domain containing 4B,FERM domain-containing protein 4B|GRP1-binding protein GRSP1,3p14.1,3,NC_000003.12,69168782,69541340,minus,32,617467
9606,Homo sapiens,987,0,live,LRBA,"BGL, CDC4L, CVID8, LAB300, LBA",LPS responsive beige-like anchor protein,"lipopolysaccharide-responsive and beige-like anchor protein|CDC4-like protein|LPS-responsive vesicle trafficking, beach and anchor containing|vesicle trafficking, beach and anchor containing",4q31.3,4,NC_000004.12,150264435,151015727,minus,61,606453
9606,Homo sapiens,3581,0,live,IL9R,"CD129, IL-9R",interleukin 9 receptor,interleukin-9 receptor|IL-9 receptor,Xq28 and Yq12,X,NC_000023.11,155997631,156013017,plus,14,300007
9606,Homo sapiens,3581,0,live,IL9R,"CD129, IL-9R",interleukin 9 receptor,interleukin-9 receptor|IL-9 receptor,Xq28 and Yq12,Y,NC_000024.10,57184151,57199537,plus,14,300007
9606,Homo sapiens,389015,0,live,SLC9A4,NHE4,solute carrier family 9 member A4,"sodium/hydrogen exchanger 4|NHE-4|Na(+)/H(+) exchanger 4|solute carrier family 9 (sodium/hydrogen exchanger), member 4|solute carrier family 9 member 4|solute carrier family 9, subfamily A (NHE4, cation proton antiporter 4), member 4",2q12.1,2,NC_000002.12,102473226,102533974,plus,12,600531
9606,Homo sapiens,5537,0,live,PPP6C,"PP6, PP6C",protein phosphatase 6 catalytic subunit,serine/threonine-protein phosphatase 6 catalytic subunit|serine/threonine protein phosphatase catalytic subunit,9q33.3,9,NC_000009.12,125146573,125189803,minus,10,612725
9606,Homo sapiens,2957,0,live,GTF2A1,"TF2A1, TFIIA, TFIIA-42, TFIIAL",general transcription factor IIA subunit 1,"transcription initiation factor IIA subunit 1|TFIIA alpha/beta subunits|general transcription factor IIA 1|general transcription factor IIA, 1, 19/37kDa|glucose regulated protein, 58kD pseudogene|transcription initiation factor TFIIA 42 kDa subunit",14q31.1,14,NC_000014.9,81175452,81221390,minus,11,600520
9606,Homo sapiens,5090,0,live,PBX3,,PBX homeobox 3,pre-B-cell leukemia transcription factor 3|homeobox protein PBX3|pre-B-cell leukemia homeobox 3,9q33.3,9,NC_000009.12,125747372,125967377,plus,11,176312
9606,Homo sapiens,85319,0,live,BAGE2,CT2.2,BAGE family member 2,"B melanoma antigen family member 2|cancer/testis antigen 2.2|cancer/testis antigen family 2, member 2|histone-lysine N-methyltransferase 2C",21p11.2,21,NC_000021.9,10413497,10518274,plus,13,617776
9606,Homo sapiens,606293,0,live,KLKP1,"KARMA, KLK31P, KRSP1, PsiKLK1, YKLK1",kallikrein pseudogene 1,kallikrein 31 pseudogene|kallikrein-related protein|kallikrein-related sequence from prostate,19q13.33,19,NC_000019.10,50882096,50896398,minus,5,
9606,Homo sapiens,8174,0,live,MADCAM1,MACAM1,mucosal vascular addressin cell adhesion molecule 1,mucosal addressin cell adhesion molecule 1|MAdCAM-1|hMAdCAM-1,19p13.3,19,NC_000019.10,496486,505343,plus,5,102670
9606,Homo sapiens,11221,0,live,DUSP10,"MKP-5, MKP5",dual specificity phosphatase 10,dual specificity protein phosphatase 10|dual specificity phosphatase MKP-5|map kinase phosphatase 5|mitogen-activated protein kinase phosphatase 5|serine/threonine specific protein phosphatase,1q41,1,NC_000001.11,221701424,221742091,minus,5,608867
9606,Homo sapiens,84103,0,live,C4orf17,,chromosome 4 open reading frame 17,uncharacterized protein C4orf17,4q23,4,NC_000004.12,99511004,99542303,plus,9,
9606,Homo sapiens,130872,0,live,AHSA2P,"AHA1, AHSA2, Hch1","activator of HSP90 ATPase homolog 2, pseudogene","AHA1, activator of heat shock 90kDa protein ATPase homolog 2|activator of 90 kDa heat shock protein ATPase homolog 2",2p15,2,NC_000002.12,61177418,61188925,plus,9,
9606,Homo sapiens,4295,0,live,MLN,,motilin,promotilin|prepromotilin,6p21.31,6,NC_000006.12,33794673,33804003,minus,5,158270
9606,Homo sapiens,2907,0,live,GRINA,"HNRGW, LFG1, NMDARA1, TMBIM3",glutamate ionotropic receptor NMDA type subunit associated protein 1,"protein lifeguard 1|NMDA receptor glutamate-binding subunit|glutamate [NMDA] receptor-associated protein 1|glutamate receptor, NMDA subtype, glutamate-binding subunit|glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)|lifeguard 1|putative MAPK-activating protein PM02|transmembrane BAX inhibitor motif containing 3|transmembrane BAX inhibitor motif-containing protein 3",8q24.3,8,NC_000008.11,143990056,143993415,plus,7,138251
9606,Homo sapiens,159296,0,live,NKX2-3,"CSX3, NK2.3, NKX2.3, NKX2C, NKX4-3",NK2 homeobox 3,"homeobox protein Nkx-2.3|NK2 transcription factor related, locus 3|homeobox protein NK-2 homolog C",10q24.2,10,NC_000010.11,99532942,99536524,plus,3,606727
9606,Homo sapiens,50941,0,live,IBD5,,inflammatory bowel disease 5,,5q31-q33,5,,,,,,606348
9606,Homo sapiens,9398,0,live,CD101,"EWI-101, IGSF2, V7",CD101 molecule,immunoglobulin superfamily member 2|cell surface glycoprotein V7|glu-Trp-Ile EWI motif-containing protein 101|leukocyte surface protein,1p13.1,1,NC_000001.11,116987997,117037481,plus,12,604516
9606,Homo sapiens,162282,0,live,ANKFN1,,ankyrin repeat and fibronectin type III domain containing 1,ankyrin repeat and fibronectin type-III domain-containing protein 1,17q22,17,NC_000017.11,56110935,56517016,plus,32,
9606,Homo sapiens,150160,0,live,CCT8L2,CESK1,chaperonin containing TCP1 subunit 8 like 2,"T-complex protein 1 subunit theta-like 2|chaperonin containing TCP1, subunit 8 (theta)-like 2|putative T-complex protein 1 subunit theta-like 2",22q11.1,22,NC_000022.11,16590751,16592810,minus,1,
9606,Homo sapiens,101927156,0,live,LINC01934,,long intergenic non-protein coding RNA 1934,,2q31.3,2,NC_000002.12,181123837,181399553,plus,5,
9606,Homo sapiens,100131327,0,live,UQCRC2P1,,ubiquinol-cytochrome c reductase core protein 2 pseudogene 1,ubiquinol-cytochrome c reductase core protein II pseudogene 1,3p21.31,3,NC_000003.12,46310388,46311976,minus,0,
9606,Homo sapiens,101927840,0,live,LOC101927840,,uncharacterized LOC101927840,,2q33.2,2,NC_000002.12,203932315,203940824,minus,5,
9606,Homo sapiens,553128,0,live,KIR2DL5B,"KIR2DL5, KIR2DL5.2, KIR2DLX","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B","killer cell immunoglobulin-like receptor 2DL5B|CD158 antigen-like family member F2|killer Ig receptor|killer cell immunoglobulin-like receptor 2DL5|killer cell immunoglobulin-like receptor 2DLX|killer cell immunoglobulin-like receptor two domains long cytoplasmic tail 5|killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5B|killer-cell Ig-like receptor",19p13.3,19,,,,,,615727
9606,Homo sapiens,192343,0,live,NEWENTRY,,Record to support submission of GeneRIFs for a gene not in Gene (human; man).,,,,,,,,,
9606,Homo sapiens,414760,0,live,HCG14,dJ111M5.4,HLA complex group 14,HLA complex group 14 (non-protein coding),6p22.1,6,NC_000006.12,28896530,28897320,plus,2,
